CORPORATE_IDENTIFICATION_NUMBER,DATE_OF_REGISTRATION,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
L27209KA1981PLC004343,18-08-1981,BHUWALKA STEEL INDUSTRIES LIMITED,ACTIVE,Public,Company Limited by Shares,"250,000,000.00","103,744,980.00",Karnataka,RoC-Bangalore,"Manufacturing (Metals & Chemicals, and products thereof)","BHUWALKA CENTRE71,3RD CROSS RESIDENCY ROAD,BANGALORE Karnataka INDIA",Indian Non-Government Company
L28100KA1986PLC049077,30-06-1986,PARRYS SUGAR INDUSTRIES LIMITED,ACTIVE,Public,Company Limited by Shares,"1,750,000,000.00","675,207,690.00",Karnataka,RoC-Bangalore,"Manufacturing (Metals & Chemicals, and products thereof)","Venus Building, 3rd Floor,1/2 Kalayanamantapa Road, Jakkasandra, Koramangala Extension Bangalore Karnataka INDIA 560034",Indian Non-Government Company
L28112KA1984PLC005873,10-02-1984,MRO-TEK LIMITED,ACTIVE,Public,Company Limited by Shares,"150,000,000.00","93,423,010.00",Karnataka,RoC-Bangalore,"Manufacturing (Metals & Chemicals, and products thereof)","BELLARY ROAD,,HEBBAL, BANGALORE Karnataka INDIA 560024",Indian Non-Government Company
L28113KA2006PTC040134,04-08-2006,STALLION INFRASTRUCTURE PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"10,000,000.00",NA,Karnataka,RoC-Bangalore,"Manufacturing (Metals & Chemicals, and products thereof)",2ND FLOOR BLOCK - M UNITY BUILDING COMPLEX J C ROAD BANGALORE Karnataka INDIA 560002,Indian Non-Government Company
L28939KA1995PLC016888,04-01-1995,HITTCO TOOLS LIMITED,ACTIVE,Public,Company Limited by Shares,"70,000,000.00","60,360,470.00",Karnataka,RoC-Bangalore,"Manufacturing (Metals & Chemicals, and products thereof)","HTC ASPIRE, 19, ALI ASKER ROAD 2nd Floor BANGALORE Karnataka INDIA 560052",Indian Non-Government Company
L29130KA1996PLC048230,12-12-1996,TIMKEN INDIA LIMITED,ACTIVE,Public,Company Limited by Shares,"1,010,000,000.00","679,879,340.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"39-42 Electronic City, Phse II Hosur Road Bangalore Karnataka INDIA 560100",Indian Non-Government Company
L29150KA1976PLC003017,28-06-1976,YUKEN INDIA LIMITED,ACTIVE,Public,Company Limited by Shares,"60,000,000.00","30,000,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"PB 16, WHITEFIELD ROAD,WHITEFIELD, BANGALORE BANGALORE Karnataka INDIA 560066",Indian Non-Government Company
L29190KA1985PLC007363,20-12-1985,SIKA INTERPLANT SYSTEMS LIMITED,ACTIVE,Public,Company Limited by Shares,"50,000,000.00","42,401,750.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"NO.3, GANGADHAR CHETTY ROAD BANGALORE Karnataka INDIA 560042",Indian Non-Government Company
L29199KA1985PLC006934,24-05-1985,SUPRAJIT ENGINEERING LIMITED,ACTIVE,Public,Company Limited by Shares,"125,000,000.00","120,020,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"100, BOMMASANDRA INDUSTRIAL-AREA, ANEKAL TALUK, BANGALORE BANGALORE Karnataka INDIA 560099",Indian Non-Government Company
L29220KA1985PLC007036,19-07-1985,MIVEN MACHINE TOOLS LIMITED,ACTIVE,Public,Company Limited by Shares,"50,000,000.00","30,035,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"TARIHAL INDUSTRIAL AREA, TARIHAL, HUBLI Karnataka INDIA 580030",Indian Non-Government Company
L29230KA1953PLC000748,07-02-1953,H.M.T. LIMITED,ACTIVE,Public,Company Limited by Shares,"21,000,000,000.00","14,203,501,400.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"HMT BHAVAN,59 BELLARY ROAD, BANGALORE Karnataka INDIA 560032",Indian Non-Government Company
L29299KA1975PLC002761,26-03-1975,INDICARB LIMITED,ACTIVE,Public,Company Limited by Shares,"40,000,000.00","25,000,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"NO. 69/5A, II FLOOR, SWAMY KRUPA BUILDING, NEXT TO BHANU NURSING HOME, BOMMANAHALLI, BANGALORE Karnataka INDIA 560068",Indian Non-Government Company
L29299KA1981PLC004329,07-08-1981,KARNATAKA WELDING PRODUCTS LIMITED,ACTIVE,Public,Company Limited by Shares,"15,000,000.00","10,000,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"#485, 14TH CROSS, 4TH PHASEPEENYA INDUSTRIAL AREA BANGALORE BANGALORE Karnataka INDIA 560058",Indian Non-Government Company
L29302KA1989PLC009887,27-02-1989,B S APPLIANCES LIMITED,DORMANT,Public,Company Limited by Shares,"1,000,000,000.00","532,474,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"1-B,SADARAMANGALA INDUSTRIALAREA, WHITEFIELD, BANGALORE BANGALORE Karnataka INDIA 560066",Indian Non-Government Company
L30007KA1977PLC031660,30-08-1977,KELTECH ENERGIES LIMITED,ACTIVE,Public,Company Limited by Shares,"20,000,000.00","9,999,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"EMBASSY ICON', VII FLOOR, No. 3, INFANTRY ROAD, BANGALORE Karnataka INDIA 560001",Indian Non-Government Company
L30007KA1991PLC039702,25-07-1991,MINDTECK (INDIA) LIMITED,ACTIVE,Public,Company Limited by Shares,"330,000,000.00","250,629,710.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"Prestige Atlanta No.10, Industrial Layout 7th Main 80 Feet Road,3rd Block, Koramangala Bangalore Karnataka INDIA 560034",Indian Non-Government Company
L30007KA1992PLC025294,10-08-1992,MPHASIS LIMITED,ACTIVE,Public,Company Limited by Shares,"2,450,000,000.00","2,101,408,230.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"BAGMANE WORLD TECHNOLOGY CENTER, MARATHALLI OUTER RING ROAD, DODDANNAKHUNDHI VILLAGE, MAHADEVAPURA BANGALORE Karnataka INDIA 560048",Indian Non-Government Company
L30007KA1994PLC015445,30-03-1994,ADVANCED MICRONIC DEVICES LIMITED,ACTIVE,Public,Company Limited by Shares,"100,000,000.00","52,811,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"A.306,II FLOOR, BLOCK I, KSSIDC BUILDING, ELECTRONCIS CITY, BANAGALORE Karnataka INDIA 560100",Indian Non-Government Company
L30007KA1994PLC016534,10-11-1994,COMPUDYNE WINFOSYSTEMS LIMITED,UNDER LIQUIDATION,Public,Company Limited by Shares,"220,000,000.00","68,374,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"COMPUDYNE HOUSE',7TH MILESTONE,KUDALU GATE HOSUR ROAD, BANGALORE BANGALORE Karnataka INDIA 560068",Indian Non-Government Company
L31103KA1999PLC025071,16-04-1999,TD POWER SYSTEMS LIMITED,ACTIVE,Public,Company Limited by Shares,"350,000,000.00","332,375,880.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"# 27, 28 & 29, KIADB Industrial Area Dabaspet, Nelamangala Taluk Bangalore Karnataka INDIA 562111",Indian Non-Government Company
L31300KA1987PLC013543,04-07-1987,3M INDIA LIMITED,ACTIVE,Public,Company Limited by Shares,"112,650,700.00","112,650,700.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"PLOT NO 48-51,ELECTRONIC CITY, HOSUR ROAD, BANGALORE. Karnataka INDIA 560100",Indian Non-Government Company
L31900KA1985PLC007019,15-07-1985,TOYAMA ELECTRIC LIMITED,ACTIVE,Public,Company Limited by Shares,"30,000,000.00","29,914,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"36 A KIADB INDUSTRIAL ESTATE, HOSKOTE BANGALORE Karnataka INDIA 562114",Indian Non-Government Company
L31909KA1974PLC020010,22-08-1974,ADOR FONTECH LIMITED,ACTIVE,Public,Company Limited by Shares,"50,000,000.00","35,000,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"BELVIEW,7,HAUDIN ROADBANGALORE-42 Karnataka INDIA",Indian Non-Government Company
L31909KA1985PLC006990,28-06-1985,IQ INFOTECH LIMITED,ACTIVE,Public,Company Limited by Shares,"110,000,000.00","105,125,500.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"134/A, 3RD CROSS, 6TH MAIN, 2ND STAGE INDUSTRIAL SUBURB, YESWANTHPUR BANGALORE Karnataka INDIA 560022",Indian Non-Government Company
L32101KA1987PLC008810,17-12-1987,B S REFRIGERATORS LIMITED,UNDER LIQUIDATION,Public,Company Limited by Shares,"500,000,000.00","314,430,700.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"# 1-D, KADUGODI SADARMANGALA INDUSTRIAL AREA, WHITE FIELD ROAD, BANGALORE Karnataka INDIA 560066",Indian Non-Government Company
L32102KA1945PLC020800,29-12-1945,WIPRO LIMITED,ACTIVE,Public,Company Limited by Shares,"6,100,000,000.00","4,938,004,418.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"DODDAKANNELLI,SARJAPUR ROAD, BANGALORE-35 BANGALORE Karnataka INDIA 560035",Indian Non-Government Company
L32109KA1984PLC079103,22-10-1984,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LIMITED,ACTIVE,Public,Company Limited by Shares,"120,000,000.00","60,480,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"5C/1, KIADB Industrial Area Attibele Bangalore Karnataka INDIA 562107",Indian Non-Government Company
L32109KA2006PLC040641,27-09-2006,SOLECTRON EMS INDIA LIMITED,AMALGAMATED,Public,Company Limited by Shares,"100,000,000.00","74,000,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"No. 44, KHB Industrial Area, Yelahanka New Town Bangalore Karnataka INDIA 560064",Indian Non-Government Company
L32202KA1949PLC032923,24-12-1949,ABB INDIA LIMITED,ACTIVE,Public,Company Limited by Shares,"500,000,000.00","423,816,750.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"21ST FLOOR, WORLD TRADE CENTER,BRIGADE GATEWAY, NO.26/1, DR. RAJKUMAR ROAD, MALLESHWARAM WEST. BENGALURU Karnataka INDIA 560055",Indian Non-Government Company
L32202KA1950GOI000640,25-01-1950,ITI LIMITED,ACTIVE,Public,Company Limited by Shares,"12,000,000,000.00","5,880,000,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"ITI BHAVAN, DOORVANINAGAR,BANGALORE BANGALORE Karnataka INDIA 560016",Union Government Company
L32209KA1988PLC009313,26-07-1988,ADC INDIA COMMUNICATIONS LIMITED,ACTIVE,Public,Company Limited by Shares,"100,000,000.00","46,000,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"No. 485/8A and 8B, 14th Cross, 4th Phase, P.B. No.5812, Peenya Industrial Area Bangalore Karnataka INDIA 560058",Indian Non-Government Company
L32309KA1954GOI000787,21-04-1954,BHARAT ELECTRONICS LIMITED,ACTIVE,Public,Company Limited by Shares,"1,000,000,000.00","800,000,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"OUTER RING ROAD, NAGAVARA, BANGALORE BANGALORE Karnataka INDIA 560045",Union Government Company
L33129KA1992PLC013262,18-06-1992,VISION CINEMAS LIMITED,ACTIVE,Public,Company Limited by Shares,"150,000,000.00","54,471,200.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),110 K.H. ROADBANGALORE 560027 Karnataka INDIA,Indian Non-Government Company
L34101KA1967PLC001706,18-12-1967,VST TILLERS TRACTORS LIMITED,ACTIVE,Public,Company Limited by Shares,"100,000,000.00","86,395,280.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"PLOT NO.1, DYAVASANDRA INDL.LAYOUT WHITEFIELD ROAD, MAHADEVAPURA POST BANGALORE Karnataka INDIA 560048",Indian Non-Government Company
L34101KA1974PLC002560,13-05-1974,MAESTRO MOTORS LIMITED,UNDER LIQUIDATION,Public,Company Limited by Shares,"350,000,000.00","20,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"NO. 195/1, BANDAPURA MAIN ROADBANDAPURA VILLAGE MARASUR POS T, ANEKAL TALUK, BANGALORE Karnataka INDIA 562109",Indian Non-Government Company
L35202KA1964GOI001530,11-05-1964,BEML LIMITED,ACTIVE,Public,Company Limited by Shares,"1,000,000,000.00","416,445,000.00",Karnataka,RoC-Bangalore,Manufacturing (Machinery & Equipments),"""""BEML SOUDHA """" No.23/1, 4TH MAIN S R NAGAR, BANGALORE Karnataka INDIA 560027",Union Government Company
L36911KA1995PLC017077,01-02-1995,RAJESH EXPORTS LIMITED,ACTIVE,Public,Company Limited by Shares,"300,000,000.00","295,259,959.00",Karnataka,RoC-Bangalore,Manufacturing (Others),"4,BATAVIA CHAMBER, KUMARAKRUPA ROAD BANGALORE Karnataka INDIA",Indian Non-Government Company
L36999KA1999PLC025195,13-05-1999,UNITED BREWERIES LIMITED,ACTIVE,Public,Company Limited by Shares,"9,989,800,000.00","1,005,105,149.00",Karnataka,RoC-Bangalore,Manufacturing (Others),"""""UB Tower""", UB City
L40104KA1980PLC075720,28-05-1980,RAVINDRA ENERGY LIMITED,ACTIVE,Public,Company Limited by Shares,"1,510,000,000.00","1,135,531,500.00",Karnataka,RoC-Bangalore,"Electricity, Gas & Water companies","BC 105, Havelock Road, Camp Belgaum Karnataka INDIA 590001",Indian Non-Government Company
L45200KA1986PLC051571,03-06-1986,PURAVANKARA PROJECTS LIMITED,ACTIVE,Public,Company Limited by Shares,"1,600,000,000.00","1,185,748,430.00",Karnataka,RoC-Bangalore,Construction,"No.130/1, Ulsoor Road Bangalore Karnataka INDIA 560042",Indian Non-Government Company
L45201KA1995PLC018475,07-08-1995,SOBHA LIMITED,ACTIVE,Public,Company Limited by Shares,"2,000,000,000.00","980,638,680.00",Karnataka,RoC-Bangalore,Construction,"SOBHA, Sarjapur-Marathahalli Outer Ring Road (ORR) Devarabisanahalli, Bellandur Post, Bangalore Karnataka INDIA 560103",Indian Non-Government Company
L45203KA1995PLC017422,21-03-1995,KMF BUILDERS AND DEVELOPERS LIMITED,ACTIVE,Public,Company Limited by Shares,"200,000,000.00","60,910,000.00",Karnataka,RoC-Bangalore,Construction,"FLAT N0.508, GOLF MANOR APARTMENTS, NAL WIND TUNNEL ROAD, MURUGESH PALYA, BANGALORE Karnataka INDIA 560017",Indian Non-Government Company
L45203KA1996PLC034805,10-05-1996,GMR INFRASTRUCTURE LIMITED,ACTIVE,Public,Company Limited by Shares,"19,500,000,000.00","15,727,951,379.00",Karnataka,RoC-Bangalore,Construction,"25/1, SKIP HOUSE,MUSEUM ROAD BANGALORE BANGALORE Karnataka INDIA 560025",Indian Non-Government Company
L45208KA2007PLC041581,25-01-2007,QVC REALTY CO. LIMITED,ACTIVE,Public,Company Limited by Shares,"200,000,000.00","93,734,810.00",Karnataka,RoC-Bangalore,Construction,"89/1,Raja Ikon Building, 2nd Floor Marathahalli Ring Road, Next to Sony World Bangalore Karnataka INDIA 560037",Indian Non-Government Company
L45309KA1983PLC038816,01-08-1983,INTERNATIONAL CONSTRUCTIONS LIMITED,ACTIVE,Public,Company Limited by Shares,"100,000,000.00","36,339,600.00",Karnataka,RoC-Bangalore,Construction,"THE ICON, NO. 8, 5th Floor, 80 FEET MAIN ROAD INDIRANAGAR, HAL III STAGE BANGALORE Karnataka INDIA 560075",Indian Non-Government Company
L51101KA1957PLC001283,14-03-1957,BEMCO HYDRAULICS LIMITED,ACTIVE,Public,Company Limited by Shares,"80,000,000.00","53,867,000.00",Karnataka,RoC-Bangalore,Trading,"UDYAMBAG, INDUSTRIAL ESTATE,BELGAUM BELGAUM Karnataka INDIA",Indian Non-Government Company
L51101KA1966PLC001643,24-10-1966,BANGALORE FORT FARMS LIMITED,ACTIVE,Public,Company Limited by Shares,"50,000,000.00","26,050,000.00",Karnataka,RoC-Bangalore,Trading,"# 44, 3RD FLOOR, SOUTH END ROAD, ABOVE UNIVERCELL OUTLET, BASAVANAGUDI BANGALORE Karnataka INDIA 560004",Indian Non-Government Company
L51434KA1911SGC000503,11-11-1911,THE MYSORE PAINTS AND VARNISH LIMITED,ACTIVE,Public,Company Limited by Shares,"15,000,000.00","10,365,500.00",Karnataka,RoC-Bangalore,Trading,THILAKNAGAR MYSORE MYSORE MYSORE Karnataka INDIA 570015,State Government Company
L51909KA1981PLC004198,21-04-1981,AUTOMOTIVE AXLES LIMITED,ACTIVE,Public,Company Limited by Shares,"250,000,000.00","151,119,750.00",Karnataka,RoC-Bangalore,Trading,"HOOTAGALLI INDUSTRIAL AREA,OFF. HUNSUR ROAD, MYSORE KARNATAKA Karnataka INDIA 570018",Indian Non-Government Company
L51909KA1985PLC006812,02-04-1985,GLOBAL STONE INDIA LIMITED,ACTIVE,Public,Company Limited by Shares,"270,000,000.00","269,718,865.00",Karnataka,RoC-Bangalore,Trading,"NO. 62, AG'S LAYOUT NEW BEL ROAD BANGALORE Karnataka INDIA 560054",Indian Non-Government Company
L52100KA1985PLC007218,16-10-1985,VALUEMART RETAIL SOLUTIONS LIMITED,ACTIVE,Public,Company Limited by Shares,"150,000,000.00","27,985,590.00",Karnataka,RoC-Bangalore,Trading,"No.2, II Floor, RR Chambers 11th Main Road, Vasant Nagar Bangalore Karnataka INDIA 560052",Indian Non-Government Company
L52322KA1992PLC013512,08-09-1992,CITYMAN LIMITED,ACTIVE,Public,Company Limited by Shares,"250,000,000.00","117,011,000.00",Karnataka,RoC-Bangalore,Trading,"NO. 153, (OLD NO. 43/35), 2ND FLOOR,PROMENADE ROAD 2ND CROSS,FRAZER TOWN, BANGALORE Karnataka INDIA 560005",Indian Non-Government Company
L55101KA1969PLC001795,23-05-1969,EASTWEST HOTELS LIMITED,ACTIVE,Public,Company Limited by Shares,"15,000,000.00","3,600,000.00",Karnataka,RoC-Bangalore,Trading,"66,RESIDENCY ROAD, BANGALORE Karnataka INDIA 560025",Indian Non-Government Company
L55101KA1979PLC003620,28-09-1979,MAC CHARLES (INDIA) LIMITED,ACTIVE,Public,Company Limited by Shares,"200,000,000.00","131,010,520.00",Karnataka,RoC-Bangalore,Trading,"28, SANKEY ROADBANGALORE BANGALORE Karnataka INDIA 560052",Indian Non-Government Company
L55101KA1986PLC007392,03-01-1986,ROYAL ORCHID HOTELS LIMITED,ACTIVE,Public,Company Limited by Shares,"500,000,000.00","272,339,650.00",Karnataka,RoC-Bangalore,Trading,"NO -1, GOLF AVENUE, ADJOINING KGA GOLF COURSE AIRPORT ROAD BANGALORE Karnataka INDIA 560008",Indian Non-Government Company
L55101KA2002PLC031224,18-11-2002,WONDERLA HOLIDAYS LIMITED,ACTIVE,Public,Company Limited by Shares,"600,000,000.00","565,006,700.00",Karnataka,RoC-Bangalore,Trading,28th KM Mysore Road Bangalore Karnataka INDIA 562109,Indian Non-Government Company
L64202KA2000PLC027860,27-09-2000,ONMOBILE GLOBAL LIMITED,ACTIVE,Public,Company Limited by Shares,"1,500,000,000.00","1,091,778,860.00",Karnataka,RoC-Bangalore,"Transport, storage and Communications","E City,Tower-1,No.94/1C & 94/2 Veerasandra Village Attibele,Hobli,Anekal Taluk,Electronic cityPhase-1 Bangalore Karnataka INDIA 560100",Indian Non-Government Company
L65910KA1983PLC005587,21-09-1983,KIRLOSKAR INVESTMENTS AND FINANCE LIMITED,UNDER LIQUIDATION,Public,Company Limited by Shares,"560,000,000.00","166,990,000.00",Karnataka,RoC-Bangalore,Finance,"2ND FLOOR, C BLOCK,UNITY BUILDING, J C ROAD, N G S , BANGALORE Karnataka INDIA 560002",Indian Non-Government Company
L65910KA1983PLC005730,8-12-1983,PRAKASH LEASING LIMITED,ACTIVE,Public,Company Limited by Shares,"100,000,000.00","37,848,500.00",Karnataka,RoC-Bangalore,Finance,"7 (49), KODAVA SAMAJA BUILDINGI MAIN ROAD VASANTHNAGAR BANGALORE KARNATAKA Karnataka INDIA 560052",Indian Non-Government Company
L65910KA1984PLC005988,29-03-1984,MANIPAL FINANCE CORPORATION LIMITED,ACTIVE,Public,Company Limited by Shares,"150,000,000.00","113,309,610.00",Karnataka,RoC-Bangalore,Finance,"REGD. OFFICE,MANIPAL HOUSE MANIPAL Karnataka INDIA 576104",Indian Non-Government Company
L65910KA1991PLC012591,6-12-1991,PLUS FINANCE LIMITED,ACTIVE,Public,Company Limited by Shares,"60,000,000.00","39,574,000.00",Karnataka,RoC-Bangalore,Finance,"10TH FLOOR, TOWER BLOCK,UNITY BUILDINGS, J C ROAD, BANGALORE BANGALORE Karnataka INDIA 560002",Indian Non-Government Company
L65910KA1994PLC015981,26-07-1994,GILADA FINANCE AND INVESTMENTS LIMITED,ACTIVE,Public,Company Limited by Shares,"40,000,000.00","35,123,000.00",Karnataka,RoC-Bangalore,Finance,"# 105, R R Takt 37 Boopasandra Main Road Bangalore Karnataka INDIA 560094",Indian Non-Government Company
L65993KA1971PLC002106,21-10-1971,ICDS LIMITED,ACTIVE,Public,Company Limited by Shares,"500,000,000.00","130,267,000.00",Karnataka,RoC-Bangalore,Finance,"SYNDICATE HOUSE,UPENDRA NAGAR, MANIPAL KARNATAKA. Karnataka INDIA 576104",Indian Non-Government Company
L67120KA1975PLC002745,03-03-1975,NANDANVAN INVESTMENTS LIMITED,ACTIVE,Public,Company Limited by Shares,"12,500,000.00","9,641,500.00",Karnataka,RoC-Bangalore,Finance,"33/2, 1st floor, sanjeevapa lane Avenue road cross Bangalore Karnataka INDIA 560002",Indian Non-Government Company
L67120KA1987PLC032636,13-11-1987,MANJUSHREE TECHNOPACK LIMITED,ACTIVE,Public,Company Limited by Shares,"150,000,000.00","135,477,000.00",Karnataka,RoC-Bangalore,Finance,"Plot No. 60 E&F, Bommasandra Industrial Area Bangalore Karnataka INDIA 560099",Indian Non-Government Company
L67120KA1992PLC013652,28-10-1992,MONEY CARE FINANZ LIMITED,ACTIVE,Public,Company Limited by Shares,"60,000,000.00","47,375,120.00",Karnataka,RoC-Bangalore,Finance,"# 925, 22nd Cross, 5th Main Sector 7, HSR Layout Bangalore Karnataka INDIA 560102",Indian Non-Government Company
L67120KA1995PLC078846,17-02-1995,STARCOM INFORMATION TECHNOLOGY LIMITED,ACTIVE,Public,Company Limited by Shares,"55,000,000.00","50,006,000.00",Karnataka,RoC-Bangalore,Finance,"73/1, Sheriff Centre 5th Floor, St. Marks Road Bangalore Karnataka INDIA 560001",Indian Non-Government Company
L70100KA1970PLC001976,15-12-1970,CHEMBRA PEAK ESTATES LIMITED,ACTIVE,Public,Company Limited by Shares,"7,500,000.00","4,844,000.00",Karnataka,RoC-Bangalore,Real Estate and Renting,"NO.2,1ST FLOOR,5TH MAIN,RMSLAYOUT,POST OFFICEROAD,SANJAY NAGAR BANGALORE Karnataka INDIA 560094",Indian Non-Government Company
L70101KA1983PLC005140,25-01-1983,THAKRAL SERVICES (INDIA) LIMTED,ACTIVE,Public,Company Limited by Shares,"130,020,000.00","35,205,240.00",Karnataka,RoC-Bangalore,Real Estate and Renting,"8TH FLOOR, """"THE ESTATE""",121
L70102KA1974PLC002641,03-09-1974,BALANOOR PLANTATIONS AND INDUSTRIES LIMITED,ACTIVE,Public,Company Limited by Shares,"10,000,000.00","6,167,640.00",Karnataka,RoC-Bangalore,Real Estate and Renting,"EMPIRE INFANTRY 3RD FLOORINFANTRY ROAD, NO.29 BANGALORE BANGALORE Karnataka INDIA",Indian Non-Government Company
